,Unnamed: 0,Unnamed: 0.1,text,created,re,fav,followC,sn,pic,polarity,subjectivity,analyzer,atCompany,date,inReply,textClean,week,year,ats,pounds,links,sent,McDonalds
0,1738,1738,@livv_renee Sounds like you’re livin’ the dream. :),23,0,2,3580958,McDonalds,0,0.5,1.0,0.7579,0.0,2018-04-08 23:59:24,1.0,"['livvr', 'sound', 'lik', 'yo', 'livin', 'dream']",14.0,2018.0,1,0,0,-0.08863209079386175,71
1,1739,1739,@xjoyce_i That’s cool Joyce! Sounds like you have great taste! :),23,0,3,3580958,McDonalds,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,2018-04-08 23:57:23,1.0,"['xjoyce', 'that', 'cool', 'joyc', 'sound', 'lik', 'gre', 'tast']",14.0,2018.0,1,0,0,-0.1099880469286883,71
2,1740,1740,@AlexEHanbury Sounds like you’re livin’ the dream Alex. :),23,0,4,3580958,McDonalds,0,0.5,1.0,0.7579,0.0,2018-04-08 23:28:00,1.0,"['alexehanbury', 'sound', 'lik', 'yo', 'livin', 'dream', 'alex']",14.0,2018.0,1,0,0,-0.09358452152822824,71
3,1741,1741,@teter_totterr That’s cool Lauren! Sounds like you have great taste! :),23,1,4,3580958,McDonalds,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,2018-04-08 23:27:24,1.0,"['tetertotter', 'that', 'cool', 'laur', 'sound', 'lik', 'gre', 'tast']",14.0,2018.0,1,0,0,-0.09414757699954968,71
4,1742,1742,@TemoBrian That’s cool Brian! Sounds like you have great taste! 😍,23,0,2,3580958,McDonalds,0,0.71875,0.7,0.8585,0.0,2018-04-08 23:24:30,1.0,"['temobr', 'that', 'cool', 'bri', 'sound', 'lik', 'gre', 'tast']",14.0,2018.0,1,0,0,-0.10382691194914816,71
5,1743,1743,@lexi_lueger Sounds like you’re livin’ the dream Lexi! :),23,0,3,3580958,McDonalds,0,0.5,1.0,0.7777,0.0,2018-04-08 23:24:02,1.0,"['lexilueg', 'sound', 'lik', 'yo', 'livin', 'dream', 'lex']",14.0,2018.0,1,0,0,-0.08974813282658149,71
6,1744,1744,@JohanaZuluaga_ That’s cool Johana! Sounds like you have great taste! :),23,0,1,3580958,McDonalds,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,2018-04-08 23:19:31,1.0,"['johanazuluag', 'that', 'cool', 'johan', 'sound', 'lik', 'gre', 'tast']",14.0,2018.0,1,0,0,-0.11276163616773073,71
7,1745,1745,@SNeville_Golf That’s cool Steven! Sounds like you have great taste! :),23,0,1,3580958,McDonalds,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,2018-04-08 23:15:47,1.0,"['snevillegolf', 'that', 'cool', 'stev', 'sound', 'lik', 'gre', 'tast']",14.0,2018.0,1,0,0,-0.10707094576788366,71
8,1746,1746,@braley20 We're diggin’ your enthusiasm for our Sprite Tropic Berry Miranda. Swing by for your faves anytime the craving hits! 😍,23,0,2,3580958,McDonalds,0,0.0,0.0,0.4926,0.0,2018-04-08 23:12:28,1.0,"['braley', 'diggin', 'enthusiasm', 'sprite', 'trop', 'berry', 'mirand', 'swing', 'fav', 'anytim', 'crav', 'hit']",14.0,2018.0,1,0,0,-0.08013236767461797,71
9,1747,1747,@marleebarrett20 Thanks Marlee! Coke + us is just the perfect match!,23,0,3,3580958,McDonalds,0,0.625,0.6,0.8011,0.0,2018-04-08 23:11:00,1.0,"['marleebarret', 'thank', 'marl', 'cok', 'us', 'perfect', 'match']",14.0,2018.0,1,0,0,-0.0792991442289061,71
10,1748,1748,@gportentosa Alert! We have a McD’s emergency! Someone get our friend some McDonald's stat!,22,0,1,3580958,McDonalds,0,0.0,0.0,0.5684,0.0,2018-04-08 22:57:30,1.0,"['gportentos', 'alert', 'mcds', 'emerg', 'someon', 'get', 'friend', 'mcdonalds', 'stat']",14.0,2018.0,1,0,0,-0.09125528950797474,71
11,1749,1749,@josieeleeigh Hi Josie! Thanks for reaching out. We like to keep things fresh so we change up our menu from time… https://t.co/RmQA8f95t5,22,0,2,3580958,McDonalds,0,0.25,0.35,0.8313,0.0,2018-04-08 22:56:28,1.0,"['josieeleeigh', 'hi', 'josy', 'thank', 'reach', 'lik', 'keep', 'thing', 'fresh', 'chang', 'menu', 'tim', 'httpstcormqaft']",14.0,2018.0,1,0,1,-0.0053820616386181935,71
12,1750,1750,@ssamxntha Hey thanks for the love!,22,0,1,3580958,McDonalds,0,0.4125,0.4,0.8122,0.0,2018-04-08 22:55:26,1.0,"['ssamxnth', 'hey', 'thank', 'lov']",14.0,2018.0,1,0,0,0.1192977316108118,71
13,1751,1751,@illyyh Breakfast game on point.,22,1,1,3580958,McDonalds,0,-0.4,0.4,0.0,0.0,2018-04-08 22:55:26,1.0,"['illyyh', 'breakfast', 'gam', 'point']",14.0,2018.0,1,0,0,-0.07513607107722213,71
14,1752,1752,@TacaraShayLove Sounds good to us! We're always craving the opportunity to see more of you. :),22,0,2,3580958,McDonalds,0,0.625,0.7000000000000001,0.8502,0.0,2018-04-08 22:54:00,1.0,"['tacarashaylov', 'sound', 'good', 'us', 'alway', 'crav', 'opportun', 'see']",14.0,2018.0,1,0,0,-0.10668050185079712,71
15,1753,1753,@coffeewithlaur Alert! We have a McD’s emergency! Someone get Lauren a McFlurry stat!,22,1,4,3580958,McDonalds,0,0.0,0.0,-0.3129,0.0,2018-04-08 22:52:00,1.0,"['coffeewithla', 'alert', 'mcds', 'emerg', 'someon', 'get', 'laur', 'mcflurry', 'stat']",14.0,2018.0,1,0,0,-0.1065158425028593,71
16,1754,1754,@TweetBrownBoy Air high-five Ben! ✋,22,0,2,3580958,McDonalds,0,0.0,0.0,0.0,0.0,2018-04-08 22:45:53,1.0,"['tweetbrownboy', 'air', 'highf', 'ben']",14.0,2018.0,1,0,0,-0.0993782694332275,71
17,1755,1755,@dall_colin That’s cool Colin! Sounds like you have great taste! :),22,0,2,3580958,McDonalds,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,2018-04-08 22:25:23,1.0,"['dallcolin', 'that', 'cool', 'colin', 'sound', 'lik', 'gre', 'tast']",14.0,2018.0,1,0,0,-0.11111719856167933,71
18,1756,1756,@carlaforniaaaa That’s cool Carl! Sounds like you have great taste! :),22,1,23,3580958,McDonalds,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,2018-04-08 22:20:00,1.0,"['carlaforniaaa', 'that', 'cool', 'carl', 'sound', 'lik', 'gre', 'tast']",14.0,2018.0,1,0,0,-0.11295680410395567,71
19,1757,1757,@ErikaD418 Sounds like you’re livin’ the dream Erika! 😊,22,0,5,3580958,McDonalds,0,0.0,0.0,0.5848,0.0,2018-04-08 22:20:00,1.0,"['erikad', 'sound', 'lik', 'yo', 'livin', 'dream', 'erik']",14.0,2018.0,1,0,0,-0.09349917206126176,71
20,1758,1758,@faith_allways Thanks for sharing Faith! We hope you savor the flavor and enjoy the sweet savings!,22,0,1,3580958,McDonalds,0,0.3625,0.45,0.953,0.0,2018-04-08 22:13:27,1.0,"['faithallway', 'thank', 'shar', 'fai', 'hop', 'sav', 'flav', 'enjoy', 'sweet', 'sav']",14.0,2018.0,1,0,0,-0.10599907173201208,71
21,1759,1759,@DasanieJ @TreyOKelly2 Thanks for stopping by Mollie! :),22,0,2,3580958,McDonalds,0,0.375,0.6,0.68,0.0,2018-04-08 22:13:27,1.0,"['dasanies', 'treyokel', 'thank', 'stop', 'mol']",14.0,2018.0,1,0,0,-0.1213087353228547,71
22,1760,1760,@Jadese_Jasper That’s cool! Sounds like you have great taste! :),22,0,1,3580958,McDonalds,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,2018-04-08 22:12:49,1.0,"['jadesejasp', 'that', 'cool', 'sound', 'lik', 'gre', 'tast']",14.0,2018.0,1,0,0,-0.094106373732397,71
23,1761,1761,@03gypsyluna Hey! We're diggin’ your enthusiasm for our app! Swing by for your faves anytime the craving hits!,22,0,2,3580958,McDonalds,0,0.0,0.0,0.5826,0.0,2018-04-08 22:11:51,1.0,"['gypsylun', 'hey', 'diggin', 'enthusiasm', 'ap', 'swing', 'fav', 'anytim', 'crav', 'hit']",14.0,2018.0,1,0,0,-0.09427465075573974,71
24,1762,1762,@sierahmuno Thanks for stopping by Sierah! :),22,1,3,3580958,McDonalds,0,0.375,0.6,0.68,0.0,2018-04-08 22:10:00,1.0,"['sierahmuno', 'thank', 'stop', 'sierah']",14.0,2018.0,1,0,0,-0.09183979397260893,71
25,1763,1763,@Daddyissueswho Alert! We have a McD’s emergency! Someone get our friend some McDonald's stat!,22,0,1,3580958,McDonalds,0,0.0,0.0,0.5684,0.0,2018-04-08 22:04:52,1.0,"['daddyissueswho', 'alert', 'mcds', 'emerg', 'someon', 'get', 'friend', 'mcdonalds', 'stat']",14.0,2018.0,1,0,0,-0.10367409291116744,71
26,1764,1764,@lydiannajones The UberEATS website &amp; app will confirm if your address is eligible for delivery.,22,0,2,3580958,McDonalds,0,0.0,0.0,0.0,0.0,2018-04-08 22:01:56,1.0,"['lydiannajon', 'ub', 'websit', 'amp', 'ap', 'confirm', 'address', 'elig', 'delivery']",14.0,2018.0,1,0,0,-0.08646659251674246,71
27,1765,1765,@Neil_231 That’s awesome Neil! Glad you got to experience a full out flavor explosion. :),22,0,2,3580958,McDonalds,0,0.5875,0.8875,0.8858,0.0,2018-04-08 22:00:24,1.0,"['neil', 'that', 'awesom', 'neil', 'glad', 'got', 'expery', 'ful', 'flav', 'explod']",14.0,2018.0,1,0,0,-0.11474377079739558,71
28,1766,1766,@LXXVIP_ That's great to hear! Thanks for the feedback.,21,0,1,3580958,McDonalds,0,0.6,0.475,0.807,0.0,2018-04-08 21:49:30,1.0,"['lxxvip', 'that', 'gre', 'hear', 'thank', 'feedback']",14.0,2018.0,1,0,0,-0.09374511003531172,71
29,1767,1767,"@annahoward__ Anna it’s like that old saying “The stomach wants what the stomach wants.""",21,0,2,3580958,McDonalds,0,0.16666666666666666,0.13333333333333333,0.3612,0.0,2018-04-08 21:42:54,1.0,"['annahoward', 'ann', 'lik', 'old', 'say', 'stomach', 'want', 'stomach', 'want']",14.0,2018.0,1,0,0,-0.0824976530537658,71
30,1768,1768,**Takes #BigMac out of bag to a round of soft golf clap applause**,21,79,500,3580958,McDonalds,0,-0.05,0.375,0.0,0.0,2018-04-08 21:42:38,0.0,"['tak', 'bigmac', 'bag', 'round', 'soft', 'golf', 'clap', 'applaus']",14.0,2018.0,0,1,0,-0.11721830789373032,71
31,1769,1769,@ijenaenikoleee Go ahead and treat yourself! You've earned it! 😍,21,0,1,3580958,McDonalds,0,0.0,0.0,0.508,0.0,2018-04-08 21:39:24,1.0,"['ijenaenikol', 'go', 'ahead', 'tre', 'youv', 'earn']",14.0,2018.0,1,0,0,-0.10375335688842352,71
32,1770,1770,@ezgixduzce Aw that’s great news! We think you and us make a perfect team!,21,1,1,3580958,McDonalds,0,1.0,0.875,0.855,0.0,2018-04-08 21:32:53,1.0,"['ezgixduzc', 'aw', 'that', 'gre', 'new', 'think', 'us', 'mak', 'perfect', 'team']",14.0,2018.0,1,0,0,-0.09659107336094176,71
33,1771,1771,@_KizzKayy Treat yourself Keisha! You've earned it!,21,0,1,3580958,McDonalds,0,0.0,0.0,0.508,0.0,2018-04-08 21:29:24,1.0,"['kizzkayy', 'tre', 'keish', 'youv', 'earn']",14.0,2018.0,1,0,0,-0.04558200573169486,71
34,1772,1772,@ShaskoCarleen Alert! We have a McD’s emergency! Someone get Carleen a Big Mac stat!,21,1,5,3580958,McDonalds,0,0.0,0.1,-0.3129,0.0,2018-04-08 21:26:26,1.0,"['shaskocarleen', 'alert', 'mcds', 'emerg', 'someon', 'get', 'carleen', 'big', 'mac', 'stat']",14.0,2018.0,1,0,0,-0.09889558348285432,71
35,1773,1773,@caro_meierr Thanks Carolyn! We must be hearing the same tune because that’s music to our ears. 😍,21,0,1,3580958,McDonalds,0,0.125,0.1625,0.4926,0.0,2018-04-08 21:26:00,1.0,"['caromeier', 'thank', 'carolyn', 'must', 'hear', 'tun', 'that', 'mus', 'ear']",14.0,2018.0,1,0,0,-0.10364970463281137,71
36,1774,1774,@howdarey0u That’s cool! Sounds like you both have great taste! :),21,0,1,3580958,McDonalds,0,0.6458333333333334,0.7999999999999999,0.9097,0.0,2018-04-08 21:25:28,1.0,"['howdareyu', 'that', 'cool', 'sound', 'lik', 'gre', 'tast']",14.0,2018.0,1,0,0,-0.0895889866999971,71
